T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
953..Q952.QT9863 KQJ.76542.K7.KJ7 A742.AKQJ83.AT4. T86.T9.J863.A542:54544444333333334444
T52.AT.AQJ93.975 J9863.2.T7.KQT82 Q4.J9643.852.J64 AK7.KQ875.K64.A3:BABBBABB98998787BABB
A97.J.432.AT8754 T2.QT83.JT765.J9 83.AK7652.KQ8.KQ KQJ654.94.A9.632:43436666434354642121
5.A643.QJ875.875 KT9742.T.9642.QT Q3.QJ87.KT.J9632 AJ86.K952.A3.AK4:AAAACBCB777787877777
42.KJ9874.92.K87 953.T53.JT7.6543 KQJ7.62.Q654.A92 AT86.AQ.AK83.QJT:55657676545577777676
4.T852.T5432.J75 A8.63.A97.KQT842 QT962.AKJ.K8.A93 KJ753.Q974.QJ6.6:A999988876767776A898
QT6.K853.AT43.K8 J972.Q.KQJ965.96 K85.AJ2.8.AQJ743 A43.T9764.72.T52:21215444222266661111
A875.J98.A3.K986 K63.542.QT2.AT75 J4.AQ.KJ97654.J2 QT92.KT763.8.Q43:43437676778733336666
Q.AKJ73.AK8.9743 KJ965.Q9854..865 74.62.J9653.KQJT AT832.T.QT742.A2:6666BBBB555555555555
743.J87654.KJ52. K9.AK.A8743.T973 A82.T2.QT6.AKQ82 QJT65.Q93.9.J654:76768888545455558586
AQ63.84.JT93.K84 K8.QJ6.A72.AQT72 T94.AKT93.654.53 J752.752.KQ8.J96:99977777777677779999
.T732.Q76532.974 764.8654.AKT9.53 AQT5.AK.J84.JT86 KJ9832.QJ9..AKQ2:8888A9A9888865658686
T72.K8652.6.J854 94.AJT743.QJ8.AK KJ65.9.KT432.932 AQ83.Q.A975.QT76:BABBAAAACBCBCBCBAAAA
T6.654.K62.KQ985 52.QJ83.A4.AJ643 KQJ7.T97.J83.T72 A9843.AK2.QT975.:AAAA9999BABAAAAA9898
K842.J7.K95.QT74 T96.T85432.AT72. Q73.K96.Q86.J963 AJ5.AQ.J43.AK852:88889999BBBB99A98888
J74.63.964.T9754 KT9632.Q9.AJ532. AQ5.JT74.KT7.KJ3 8.AK852.Q8.AQ862:99999999A9A9AAA98888
T9.Q5.QJ65432.Q5 AQ43.A92.T9.KT84 K2.KJT73.AK.J976 J8765.864.87.A32:76767777555544446666
K543.752.852.975 A987.AJ86.KJ.K63 J62.QT93.Q64.A42 QT.K4.AT973.QJT8:CCCBBBBBAAAACCCBCCCB
72.A7.AKQ85.9862 A64.K95.964.AJ53 J853.Q86.J2.QT74 KQT9.JT432.T73.K:77778888989865655555
T8532.Q82.K3.KQ2 K7.AK5.T8752.T85 QJ6.J93.J6.97643 A94.T764.AQ94.AJ:A9A97777AAAAAAAA8777
98.Q7643.K32.954 742.K5.T974.AT87 JT5.J982.Q6.J632 AKQ63.AT.AJ85.KQ:CCCCCCCC8888CCCCBBBB
Q52.943.QT.QT742 KJT94.Q765.K76.5 A73.J2.AJ852.AKJ 86.AKT8.943.9863:42428787878753523232
AQ97.Q643.Q.AK53 KJ4.752.T98.JT87 62.JT8.AJ76.Q942 T853.AK9.K5432.6:55556666445466664444
K973.T84.A54.Q84 5.AK53.Q932.J652 QT8.J76.JT6.AT93 AJ642.Q92.K87.K7:87878888999999998888
Q732.A7.986.Q842 K954.Q85.QJ7.K95 A86.943.T5432.76 JT.KJT62.AK.AJT3:BBBBAAAABBBB9999BBBB
T6.3.KQT9862.KQ4 873.KJ875.A5.AJ7 AJ42.AQ9.J43.865 KQ95.T642.7.T932:43537777999933337787
K543.Q8.KT875.T6 JT7.JT97.6.AKJ95 A982.6543.Q3.873 Q6.AK2.AJ942.Q42:AAAA7777AAAA7777BBBB
JT2.K9.AKQT83.96 A9.Q8752.J5.AK82 K843.JT643.974.7 Q765.A.62.QJT543:8787868677775454BABA
Q8.J982.KT832.J7 JT6.A5.9764.AQT8 K9752.T743.Q.432 A43.KQ6.AJ5.K965:AAAA999998999999AAAA
652.K7432.KQ9.52 A73..T76432.KQ74 KJT9.AJ98.AJ8.98 Q84.QT65.5.AJT63:7777777665659898BBBB
KQ7654.T3.AJ3.93 T.A94.K872.AT654 AJ983.K2.Q954.KQ 2.QJ8765.T6.J872:53533333999943439999
AQJ985.72.JT8.KQ T43.T3.Q532.J754 K76.AQ85.A4.AT63 2.KJ964.K976.982:22221111444455553242
.T982.KQ976.QJ84 Q975.AJ64.T5.A62 T.KQ5.J843.KT975 AKJ86432.73.A2.3:BBBBCBCB777744443333
82.J853.K63.J632 A643.AK2.A9874.9 Q7.94.J2.AQT8754 KJT95.QT76.QT5.K:A6A6BBBBAAAABBBB6666
7.T97542.93.AK74 KQJ52.K6.T7.J963 643.J.J86542.Q82 AT98.AQ83.AKQ.T5:BABABBBB888877778888
653.95.KQJT.KJ53 KT9.QT.9872.Q976 Q874.KJ3.A543.84 AJ2.A87642.6.AT2:87877676A9AA65659999
J95.A874.A95.A95 T2.K95.J873.Q742 AK76.T62.642.T86 Q843.QJ3.KQT.KJ3:87877777777788888888
Q98654.83.82.T95 K72.J76.K954.832 JT.K54.Q63.AKQJ7 A3.AQT92.AJT7.64:B8B86666BBBBCBCB7676
432.Q842.6.KJ843 86.KT9.AK82.Q652 Q9.A76.T954.AT97 AKJT75.J53.QJ73.:A8A7CCCC7777CCCC5565
AT9.876.AKQT.964 753.QJ53.97.KJ32 KQ64.AK9.J643.75 J82.T42.852.AQT8:43433333555522226666
Q72.QJ74.K984.JT KJT93.A.AT732.A8 A64.T9532.J6.K54 85.K86.Q5.Q97632:9999AAA97666A999BAAA
32.J632.83.AQJ42 975.AK874.4.9853 KT8.QT5.KJT9.K76 AQJ64.9.AQ7652.T:7787CBCB7777A9A97676
54.KJT32.53.AK87 AT9.AQ87.94.QJ96 862.654.QJT86.T4 KQJ73.9.AK72.532:BABABABA88888888BBBB
J53.94.AKJ4.KQ97 T84.85.T98762.62 A96.AKQ632.Q3.T3 KQ72.JT7.5.AJ854:21214444111144544343
A82.4.K9643.T986 J9.QJ762.AJ85.A3 K7.A953.T7.KQ742 QT6543.KT8.Q2.J5:76768787888855554343
972.A87432.J4.T7 QJT6.J96.QT7.K94 K3.KQ.A865.AJ862 A854.T5.K932.Q53:88869897555487876666
JT854.T92.T95.42 A97.Q5.AQ86.AK86 63.AJ643.3.QJT53 KQ2.K87.KJ742.97:BBBBAAAA8787CCCC9999
K8.5.QT76542.K96 J97.QJT86.8.AQ82 AQ6543.942.A93.4 T2.AK73.KJ.JT753:A6A64444BABA3232B9B9
K974.72.JT82.A73 AJ852.K543.Q9.T2 Q.AQ6.K653.KQ854 T63.JT98.A74.J96:32326666666622222222
AJ54.86.Q3.A9542 QT9.KQ72.642.K86 2.J9.AKJT875.QT7 K8763.AT543.9.J3:54549999A8A833333333
KQ2.7.AJT976542. A653.QT984..AK74 JT74.AKJ5.K.J832 98.632.Q83.QT965:66666555878822229899
Q98.KT752.AQ97.7 AK764.J3.KJ83.K2 32.A864.T6.A8543 JT5.Q9.542.QJT96:65558787333376767777
J9632.732.973.T5 KQT74.JT85.J.A32 85.KQ9.K85.KQ864 A.A64.AQT642.J97:B9B99999AABAA9B99999
AJ96.KQ862.853.5 T84.5.JT64.AJ732 KQ3.JT93.AKQ9.KT 752.A74.72.Q9864:42423131222232327777
AK3.53.98543.AQ9 T8.A96.AQJ2.KT53 QJ92.KQJT2..8642 7654.874.KT76.J7:75754444444487874444
543.KQ97532.3.Q8 AQJ8.AT8.T652.J3 K976.4.Q974.AT76 T2.J6.AKJ8.K9542:99A998987676BABA9999
4.T85.AKQT983.K9 KJ653.Q643.7.AT7 AQT72.KJ.J5.Q862 98.A972.642.J543:32226666777622226565
QT64.KQJ52.KQ.96 .A973.J62.KQJT85 K932.T.AT874.742 AJ875.864.953.A3:88885555767665658888
AJ6.J9752.T6.AJ6 853..QJ985.KQ975 K942.T64.K72.T84 QT7.AKQ83.A43.32:778777777777B9B9A898
942.A9.K864.T974 A63.KJT.AQ52.J82 KQT75.Q762.J3.A3 J8.8543.T97.KQ65:66665555777777777777
976.64.JT542.J52 832.QT52.Q9.A983 KQT4.87.K763.Q74 AJ5.AKJ93.A8.KT6:BBB9A9A8BBBA7777BBBA
QJ94.AQJ94.T986. A865.K73.74.KJ63 K.T852.KQJ.AQ975 T732.6.A532.T842:54546666434344447676
AJ95.Q.KJ83.J753 Q8.AK97643..T864 T642.J85.96542.Q K73.T2.AQT7.AK92:BABB7666BBBB6565AAAA
JT82.KT94.QJ94.8 K75.7.A632.JT972 AQ964.A86.KT.Q64 3.QJ532.875.AK53:66662222555566768898
T6.865.AJ9432.54 93.J43.K5.KQJT98 Q752.AK72.T6.A76 AKJ84.QT9.Q87.32:97979898767655559999
JT864.765.9.AJ65 A72.KT.KQ843.982 9.AQ8432.A75.KT4 KQ53.J9.JT62.Q73:32325454101076751111
J942.Q9.AQT9.K65 A865.AJT7.J2.T32 KQT.8542.K74.984 73.K63.8653.AQJ7:86866666888876768888
Q8.J62.QT53.QT83 JT642.94.J6.6542 AK9.AQ53.A982.A7 753.KT87.K74.KJ9:33335555333333333343
AJ8.T8.A.AT97654 K96542.A965.96.Q Q3.KJ73.KT854.K2 T7.Q42.QJ732.J83:22226565644454442222
A652.J97.K87.KT5 4.KT85.A4.J98643 K93.A63.QJ965.AQ QJT87.Q42.T32.72:43435555656533337777
AJ83.QJ4.Q64.984 QT95.AT9863.83.T 76.K7.J72.KQ6532 K42.52.AKT95.AJ7:98989999AAAA99997676
AQ5.QT.J76.AQ543 4.K62.AQT98432.9 KJ32.AJ94.K.JT87 T9876.8753.5.K62:20202222212177772020
9842.AQ3.J53.T82 3.KT986.AT7.AQ53 QT6.7.986.KJ9764 AKJ75.J542.KQ42.:CCCABABACCCCCBCB8887
Q93.5.KJ654.7632 72.Q82.AQ873.T98 AKT6.AJ3.92.AQ54 J854.KT9764.T.KJ:75754444888855554333
8.T876.T63.QT986 KJ962.J9.Q84.J32 AT73.2.AKJ9.AK54 Q54.AKQ543.752.7:63636666868621211111
43.7432.6.AKQJ98 8.QJ65.AKJT87.63 AK65.A98.Q542.74 QJT972.KT.93.T52:44447676555588884343
32.T93.K952.9873 J8.A5.AQT764.AJ6 AKQ965.64.J8.QT5 T74.KQJ872.3.K42:B7B78787DBDBB9A99898
T.KQ6542.Q93.Q73 A964.A9.KJT6.KJT KJ7532.J.A8.9642 Q8.T873.7542.A85:999988888786A9999887
QJT862.8.K.J8753 AK4.KJT652.J93.4 5.93.AQT652.AK92 973.AQ74.874.QT6:85853232989844443232
Q86.K654.AQJT.64 KJ97.AQ83.K8.J32 432.J7.75432.A95 AT5.T92.96.KQT87:A9A9AAAA99997777BBBB
T9543.7.AKJ8.A53 Q7.Q8643.92.KJT8 K86.K952.74.9764 AJ2.AJT.QT653.Q2:66666566989887888888
A7642.J754.6.Q54 JT98.A9.AJ97.KJ7 KQ.KT2.543.T9832 53.Q863.KQT82.A6:AAAA77778888BABA8888
9874.A743.T64.K5 QT653.9.Q2.J8764 KJ2.KQ8.KJ53.QT2 A.JT652.A987.A93:54546565555555548787
T643.A7.A8762.T6 K2.Q98643.Q.Q543 J85.JT5.T3.AKJ92 AQ97.K2.KJ954.87:65657777777777776565
K2.AT9.AK75.QT98 AQJT4.762.JT.642 9863.KQ853.86.75 75.J4.Q9432.AKJ3:76768787545577777676
K983.9.AQ652.986 Q2.AKT83.943.Q72 AJ765.76.J.AKJT4 T4.QJ542.KT87.53:51511010767643431010
K732.KQJT.J84.AQ A98.A86.AK532.J5 QJ.743.T7.986432 T654.952.Q96.KT7:87877676656587875555
T986.K98762.Q.92 K7.Q5.KT94.AK853 53.J.A86532.QJ64 AQJ42.AT43.J7.T7:BBBBBABA99999999A9A9
Q2..AJ987632.KQJ 5.Q6543.54.T9842 KT8764.KT97.KQT. AJ93.AJ82..A7653:4343444499992121AAAA
KQJT5.J.Q7532.KQ A9.75.T8.AJT8763 62.AKT842.AK9.52 8743.Q963.J64.94:52522222333322227777
K7.Q972.K65.K752 983.KJ8654.AJ.T8 AQT4.A3.872.AQJ6 J652.T.QT943.943:44444444555555553333
AKQJ7.AQ87.Q5.T6 T643.53.KT73.J73 952.K2.A6.KQ9852 8.JT964.J9842.A4:41112111444487772111
76.KT52.AT5.AKT2 QT4.43.KQ9763.Q5 A95.AJ96.J.J9876 KJ832.Q87.842.43:22225555000066661111
Q98542.T.QJ.QJ93 JT.AKQJ2.543.K65 A6.84.AKT8762.A4 K73.97653.9.T872:53533232999832326666
J93.AJT.AQ63.A87 K86542.8653.95.9 AQT7.KQ92.T72.Q5 .74.KJ84.KJT6432:11112222112122316676
KQ.AQJ62.87.8764 AJT.K97.QT62.A93 876.T84.AJ5.QJ52 95432.53.K943.KT:7777AAAA6565AAAA6555
K73.AJ.J8732.J96 542.T8732.KQ.AT7 AQ8.Q964.A54.K32 JT96.K5.T96.Q854:32325454444432324444
AQJ5.762.872.JT3 73.KJ9843.KJ3.72 KT842.5.A954.Q85 96.AQT.QT6.AK964:87876565CACA76769999
75.J742.KQ53.KJ6 A4.AKQ6.J642.Q74 KQ863.T53.T9.A82 JT92.98.A87.T953:76667776666677778888
KJ3.Q73.J7.QJ754 AQT9864.K84.86.A 52.AT2.AQT952.K2 7.J965.K43.T9863:75559999878765556666
K83.AQ3.Q9753.Q3 74.T9765.4.AT754 JT6.J82.AK82.986 AQ952.K4.JT6.KJ2:65657777778744449999
73.JT876.A8.8743 AQJT8.AQ932.2.KQ 96542.K4.QJ74.J2 K.5.KT9653.AT965:BBBBBBBBA9A9AAAABBBB
K643.Q65.KT54.Q8 QJT952.3.J.AK753 A7.AK972.Q932.T9 8.JT84.A876.J642:6666A9A954544444BABA
K9654.AKQ43..542 T2.T62.AT97.A863 Q.J875.KJ2.QJT97 AJ873.9.Q86543.K:767677773333BABA4444
JT543.K8732.J2.T Q.AJT94.Q943.A95 982.Q5.A86.KJ843 AK76.6.KT75.Q762:999999989897BBBB9999
K9753.942.72.853 J62.T8765.3.AQ74 Q4.AKQ.Q984.J962 AT8.J3.AKJT65.KT:999988889999A9A98888
AK54.K9532.KJ.K5 Q87.JT6.AQ3.AQ82 T93..T97642.J763 J62.AQ874.85.T94:98887777888855558878
A96432.T8643.5.2 Q75..QJ72.KQJ874 KJT8.AQ752.T984. .KJ9.AK63.AT9653:A6A633333333BABADDDD
J862.853.QJ94.87 K.KQT976.AT52.65 Q543.J.763.AKT92 AT97.A42.K8.QJ43:BABA8787CBCB99999898
6.AK63.J8.AQ9764 8532.JT84.53.T83 KJ9.Q9752.AKT2.2 AQT74..Q9764.KJ5:43538787222244442232
A875.AQ3.AT65.Q7 Q42.K52.K32.J863 KJT96.J98.J8.AK9 3.T764.Q974.T542:22222222333342424444
J9764.QJ8.AK8.A7 85.765.JT42.Q542 AQ3.AT9432.Q7.93 KT2.K.9653.KJT86:21211111111166667777
QJ9865.Q952.4.A2 T32.T3.753.KT765 AK4.J6.KT96.QJ84 7.AK874.AQJ82.93:55654444768699997777
JT2.T86.K3.AKJ95 965.AKQ52.T7.632 Q3.J974.J862.Q84 AK874.3.AQ954.T7:7777B9B9888899996666
AKT9.AT52.Q8732. 762.74.AK95.AQJ5 853.J3.J4.T97643 QJ4.KQ986.T6.K82:88886666888877778888
985.T8764.765.A2 QT74.Q3.JT43.K53 K63.2.AKQ2.J9764 AJ2.AKJ95.98.QT8:9999A9A9999987877777
AT874.KQJ87.J53. K93.93.Q7.AKQT93 5.T62.AT9862.J82 QJ62.A54.K4.7654:A7A7777733333232BABA
42.653.Q953.AK86 T98653.KQ.KT.QJ5 QJ.AT84.AJ874.43 AK7.J972.62.T972:65658787555544447676
A963.53.973.J942 Q2.AQ2.AT2.AQT73 J74.JT96.K654.86 KT85.K874.QJ8.K5:CCCBBBBABBBABBBACCCB
T4.KT97.Q864.T95 753.J653.JT7.J83 QJ9.42.K52.AKQ76 AK862.AQ8.A93.42:66667787777765655555
Q4.A86.K2.AQ8653 AT9875.KT73.75.T KJ63.Q92.QJT93.7 2.J54.A864.KJ942:43436666656544446666
K982.T.KT72.T962 A3.AQJ853.AJ5.87 764.9762.984.QJ4 QJT5.K4.Q63.AK53:CCCCCCCCDDDDBBBBBABA
KT84.J84.AJ.T873 96.AQ973.K65.KQ4 QJ2.65.QT974.A52 A753.KT2.832.J96:88886666999976767777
8532.Q875.853.A5 K76.J642.2.T8742 J.AK93.AKQ764.KQ AQT94.T.JT9.J963:51517777212111119898
KQJT43.KJ7.A976. 7.A6542.KJ8.JT43 A86.Q8.QT543.A75 952.T93.2.KQ9862:52522222877722229888
J987.A42.J98.A75 Q.QT83.A65.98432 T2.75.KT732.KQT6 AK6543.KJ96.Q4.J:77779898AAAA55557776
KT654.J6.KQ764.T 7.AQT84.AJ32.K87 QJ2.9752.85.Q532 A983.K3.T9.AJ964:CCCC8787CCCC9999DDDD
T72.92.T9842.A94 AJ.64.AKQ653.Q72 K9854.QT7.J.KJ53 Q63.AKJ853.7.T86:A9A96666B9B988888887
AK64.AK63.T4.642 95.J8.AKJ653.KJ5 J873.QT7.Q97.AQ7 QT2.9542.82.T983:44443333444466665555
KQ7.74.JT874.976 J965.Q9.AK965.A2 A32.KT86.3.KQT54 T84.AJ532.Q2.J83:66668888777788885454
AK865.T.AJ9.AKQ9 Q4.64.QT83.J7542 T32.KQ953.7654.3 J97.AJ872.K2.T86:44543333445444446666
AKQ874.97.87.QJ8 J65.A863.K5.A976 T3.J42.J9642.543 92.KQT5.AQT3.KT2:B7B78787BBBB9898AAAA
5.9876.AQT92.KQ3 Q962.AK432.K76.6 AKJ873.5.83.J742 T4.QJT.J54.AT985:77775454888855556565
K32.AJ2.KQ8.8732 AT.873.AJ6.AQT65 J86.T964.732.J94 Q9754.KQ5.T954.K:AAAAAAAA9999AAAAAAAA
Q972.QJT4.KQ753. 864.AK93.J6.A753 AJ53.72.A8.KT962 KT.865.T942.QJ84:66664343666655557777
.QJT763.QT.QJ652 74.98542.6542.A4 QJT653.A.AJ9.T87 AK982.K.K873.K93:66668888444488883343
954.9852.K8.A754 8763.JT64.AQJT2. AJ.K.96543.KT963 KQT2.AQ73.7.QJ82:AAAACCCCCBCBAAAA6666
A6.93.K532.AQ876 954.AT864.AT86.2 KQ832.KQ752.4.54 JT7.J.QJ97.KJT93:53434343444487876565
83.KQT54.Q83.853 AQ.A9863.65.AJT2 T7542.72.JT2.964 KJ96.J.AK974.KQ7:CBCBCCCCBBBBCCCCDDDD
AKJ732.6.K872.85 Q64.KJ9.A653.KQ3 985.87543.T9.AJ2 T.AQT2.QJ4.T9764:87875555888887879898
KQ62.J952.K4.864 .AK8.QJ82.AT7532 J94.T64.T9765.Q9 AT8753.Q73.A3.KJ:CBCBA9AAA9A9BABBDDDD
JT7.AQ9542.8.K65 8.7.AQT765.QT982 Q652.T86.KJ943.7 AK943.KJ3.2.AJ43:8788878864668888BABA
J5.T96.AK94.QJ93 AK942.AJ3.QT.A62 87.8742.862.8754 QT63.KQ5.J753.KT:BABABBBB9999A9A98888
K98.K9.K6432.K94 J73.AQJ.QJ75.A52 Q54.T8652..QJ876 AT62.743.AT98.T3:88889898767699996666
98.Q8763.Q864.75 AQ.JT94.AJ52.Q82 JT52.K.KT73.AKJ9 K7643.A52.9.T643:76768787989755549797
KJ3.J94.QT63.J54 A7.AKT85.85.AK93 T952.Q73.K972.Q8 Q864.62.AJ4.T762:9898888899998787BBBB
9872..QT9.AK7543 QJ3.A98643.J87.9 T4.JT72.K543.J86 AK65.KQ5.A62.QT2:A8A99899A9A977774444
T8754.KT5.KQJT4. 63.QJ3.986532.83 AKQ2.86.A.AQJT95 J9.A9742.7.K7642:11211010555543432222
A76.A92.QT3.JT96 J5432.T3.J864.Q8 T8.KQJ876.AK2.74 KQ9.54.975.AK532:33337777333366666666
J4.T64.T9543.A95 QT986.KQ85..KJ83 32.AJ2.AQ876.Q62 AK75.973.KJ2.T74:88889999999866669998
K9.QJ64.AJ75.862 AQJ763.T.642.A75 852.K3.83.KQT943 T4.A98752.KQT9.J:9898BABA999998997676
AQ98.K84.KJ5.K83 K4.QJ53.A972.965 3.A762.Q8643.Q74 JT7652.T9.T.AJT2:44447777545433436565
AJ862.K4.42.QT87 T3.AJ9872.K63.64 K54.T653.QJT7.K9 Q97.Q.A985.AJ532:65655555888887877777
Q9843.82.T84.973 62.J94.AQJ6.JT84 JT5.AT73.975.AQ2 AK7.KQ65.K32.K65:AAAA8888AAAAAAAAAAAA
87.T9652.74.AT75 AJ5.J73.98.QJ643 T943.Q.QJT6.K982 KQ62.AK84.AK532.:9999BABAAAAABABA7787
J84.J83.Q854.952 T53.KQT72..KQJ63 KQ9.94.KJT963.A7 A762.A65.A72.T84:B7B7AAAABBBB5555BBBB
AQ94.AJ94.K83.J6 KJ653.K62.QT62.8 T87.853.AJ75.KQ5 2.QT7.94.AT97432:33335555545544447676
74.AK863.872.K97 AKJ9865.J.J4.J62 .T942.KT963.AQ85 QT32.Q75.AQ5.T43:94949999223232324443
652.AQJ7.K73.Q72 AJ87.32.AT94.A54 K4.T965.Q86.KJT9 QT93.K84.J52.863:55557777333375654444
QJ6.4.JT95.J9642 KT72.AQ65.AQ6.87 A9843.K3.K73.KQ5 5.JT9872.842.AT3:86865555999965655454
J852.K87.86.K875 Q.5432.AKT94.432 KT7.JT96.Q72.QJ9 A9643.AQ.J53.AT6:77776666777799998787
AKT8742.K7.85.AT .J964.KJT32.KJ92 965.Q853.A6.6543 QJ3.AT2.Q974.Q87:636443449898A9A98788
QJ8.86.AJT63.KJ7 A54.J542.Q5.AT95 T732.AKQ9.K7.864 K96.T73.9842.Q32:43334343545443335555
AT9876.J.Q742.84 K42.Q95.98.KJT72 Q.AK7432.AJ65.95 J53.T86.KT3.AQ63:76765454444432328686
K2.KQJT65.J83.A9 AJ6543.A7.K42.KQ T87.8.AQ96.T8764 Q9.9432.T75.J532:73638787433354446444
3.AQJ.Q73.KJ9752 A8754.42.T862.A4 KQJT2.96.KJ9.QT6 96.KT8753.A54.83:33334444666644443333
A9.Q42.KQ5.J7632 KQJ7.85.A976.AQ4 8642.AKJ963.3.98 T53.T7.JT842.KT5:65657777434398986565
J98.98642.Q9.T76 QT653.KQT75..Q54 K..KJ86543.AK982 A742.AJ3.AT72.J3:BBBBDBDABBBB33334343
AKQ982.842..JT63 63.KT96.AT93.852 T75.53.K52.AKQ74 J4.AQJ7.QJ8764.9:52522222989899992021
T8.KT84.J84.KQ74 K765.53.A632.A95 AJ43.J2.KT975.T3 Q92.AQ976.Q.J862:65657777777754547777
T86.A42.74.KJ972 J9.Q63.AQJ983.65 AKQ754.9.KT62.Q3 32.KJT875.5.AT84:62623232989876764343
A965.J764.KQ2.Q5 43.KT853.T543.A9 KJT82.Q92.J6.KJ2 Q7.A.A987.T87643:54545454666688888787
973.Q7.965.JT875 AK.94.AQT73.Q642 QJ52.AT8532.J8.3 T864.KJ6.K42.AK9:BBBBA9AA8787CCCCAAAA
Q.K87.AQT954.AK5 A865.Q94.J7.QJ64 KJT9743.65.83.T9 2.AJT32.K62.8732:65652222878744449799
86.J82.KJ985.752 AK.AQT743.A63.QT T7532.K9.742.AJ3 QJ94.65.QT.K9864:99999898AAA97777AAAA
K72.85.Q82.KQT52 AJ8654.JT73.97.J Q3.KQ964.43.A864 T9.A2.AKJT65.973:75759898666598984444
T54.AT86.J9753.9 AKJ9.J9.642.Q432 Q.KQ743.T8.KT865 87632.52.AKQ.AJ7:A8A8BABA444477778888
J542.J843.Q.KJ97 QT9763.KQT5.4.Q5 K8.97.JT86532.86 A.A62.AK97.AT432:AAAABBBBBBBB8888BBBB
QJT73.763.9732.7 AK.KQ954.Q8.A942 854.T82.JT65.QJ5 962.AJ.AK4.KT863:CCCCAAAACCCCAAAACCCC
9.9754.KQT87.KT4 KQJ85.J8.6.A9832 AT743.QT2.943.J7 62.AK63.AJ52.Q65:9798889877775555A9A9
AK6542.T6.A5.862 .AQ93.J874.KQT97 QJT98.KJ.KQ32.A4 73.87542.T96.J53:22222222878743438787
A76.K5.K975.AQ98 T542.JT9732.AQ2. KJ.A864.J843.KT7 Q983.Q.T6.J65432:33438787777742425454
J9742.T4.Q5.T732 KT853.62.K63.J98 Q6.KJ.9874.AKQ65 A.AQ98753.AJT2.4:D8D89898DCDCDADA7777
9532.984.J95.J86 KQJ.J73.K32.AQ54 764.QT52.AT.9732 AT8.AK6.Q8764.KT:CCCCBBBBAAAACCCCBBBB
J62.AJ74.A952.AT 943.Q3.JT43.J953 AKQT5.K.K6.K8764 87.T98652.Q87.Q2:00000000333322221111
QJ8.K95.Q53.8764 543.T4.J87.AJ532 A.J86.AKT9642.QT KT9762.AQ732..K9:5454AAAA888833337787
J8.A753.KQ95.843 KT732.82.AT863.7 A64.J4.J4.AT9652 Q95.KQT96.72.KQJ:97979999989877775555
KQJ6.KT32.KQ8.Q2 954.J.T6542.KJ94 AT87.Q87.A73.865 32.A9654.J9.AT73:55555353555576768888
AK74.QJ64.AT94.A Q5.T73.K7532.T82 JT963.98.QJ6.K74 82.AK52.8.QJ9653:33332222545544447777
A743.93.AT632.T7 6.K84.QJ975.A932 JT985.AT752.8.85 KQ2.QJ6.K4.KQJ64:9797444476769898A9A9
T9864.Q.T32.KQ74 QJ.8432.AQJ98.J6 K32.AKJ965.K7.82 A75.T7.654.AT953:65654444545477777676
JT3.KJT965..K983 A8642..98.JT7654 KQ75.873.QT653.Q 9.AQ42.AKJ742.A2:878887875555BABBA9A9
K9753.KT3.65.QT9 AT.97542.KJ4.K43 QJ8.AQ86.T972.J5 642.J.AQ83.A8762:8787757587879898AAAA
J863.QJ8.K87.Q82 7.A532.AQT.AJT65 AKT52.97.J62.743 Q94.KT64.9543.K9:AAAA8888BBBBAAAAAAAA
J7.T963.QT532.JT QT9832.K8742..Q5 A6.QJ.987.K97643 K54.A5.AKJ64.A82:BABACBCBAAAA88878888
875.9642.J982.QJ Q96.AK.A53.98754 J432.T87.K74.A63 AKT.QJ53.QT6.KT2:AAAAAAAAAAAAAAAABBBB
.J943.J98653.JT2 KT863.T5.KQT.K94 752.Q76.4.A87653 AQJ94.AK82.A72.Q:BBBBCCCCA9AA88887676
K3.A64.J873.AT97 Q65.J72.K962.865 AJT94.QT83.5.432 872.K95.AQT4.KQJ:65654444444477774444
6.AQ987.K84.Q653 KJ98.K43.96.A942 QT7543.J5.732.K8 A2.T62.AQJT5.JT7:98987777777799988888
Q753.AQ72.8742.K K984.T9654.KQ.93 AJ6.K8.T63.QT642 T2.J3.AJ95.AJ875:76767676777766667777
T874.AKJ52.T.T43 AJ93..KQ6.AKQJ97 Q.Q974.987543.85 K652.T863.AJ2.62:D8D8DCDC65659898DDDD
975.AJ9874..K852 AKQJ2.T653.A75.A 3.Q2.QJT932.QJ74 T864.K.K864.T963:8888BABA555577775455
A82.KQ62.K5.9762 T3.A85.T842.K843 KJ965.T974.976.5 Q74.J3.AQJ3.AQJT:86864444333398988888
T9874.AJT.T.K752 K6532.Q75.732.A4 AQ.K9642.K8.QT86 J.83.AQJ9654.J93:86865555222299993232
AKJ3.J95.AJ72.AJ T.K76.643.KT9874 Q7654..KQ85.Q532 982.AQT8432.T9.6:73731111888811105555
K6.Q8652.A632.J8 T74.JT73..AKQ973 A532.K.Q754.6542 QJ98.A94.KJT98.T:9999999988887676A9A9
AQ83.AT2.Q642.Q8 J9.9876.A985.JT7 KT64.QJ3.J7.AK54 752.K54.KT3.9632:33332222444444443333
QJ943.873.AK3.75 5.KQ6542.T97.K43 T76.J9.Q542.AQ96 AK82.AT.J86.JT82:87875454979766668787
